,Id,Price_main,Price_for_m2,Address,district,area,rooms,floor,build_year
1938,3776156196.0,84000,972.0,"вулиця Анни Ахматової, 15",Дарницький,86.4,3,6,1999.0
1939,4008398098.0,115000,2195.0,Промениста вулиця,Солом’янський,52.4,1,3,2021.0
1940,4044588142.0,65000,2600.0,"Березова вулиця, 40",Солом’янський,25.0,1,1,2021.0
1941,3700597923.0,52500,1458.0,"вулиця Михайла Дерегуса, 42",Солом’янський,36.0,1,2,2021.0
1942,3282027601.0,245000,3062.0,"Львівська вулиця, 15-Б",Святошинський,80.0,3,11,2022.0
1943,2682021912.0,154900,1780.0,"вулиця Михайла Бойчука, 41-Б",Печерський,87.0,2,13,2020.0
1944,2986834089.0,179900,2726.0,"проспект Європейського Союзу, 53/46",Подільський,66.0,2,24,2022.0
1945,4211035619.0,78700,2066.0,"Волошкова вулиця, 2",Солом’янський,38.1,1,2,2017.0
1947,4039990989.0,220000,2933.0,"Велика Васильківська вулиця, 131",Печерський,75.0,3,3,1969.0
1948,4176551201.0,330000,3267.0,"вулиця Хрещатик, 27-Б",Печерський,101.0,2,4,2008.0
1949,4053764165.0,320000,2883.0,"вулиця Іоанна Павла II, 6/1",Печерський,111.0,3,11,2014.0
1950,4252135784.0,600000,4724.0,"Бульварно-Кудрявська вулиця, 17",Шевченківський,127.0,3,14,2021.0
1951,810817786.0,248000,2050.0,"Ірпінська вулиця, 69-Б 0751026382",Святошинський,121.0,3,5,2009.0
1953,4044776783.0,163344,2068.0,"вулиця Андрія Верхогляда, 30",Печерський,79.0,2,9,2025.0
1954,4045108609.0,257715,2251.0,"вулиця Андрія Верхогляда, 30",Печерський,114.5,2,19,2025.0
1955,4044861204.0,152628,2120.0,"вулиця Андрія Верхогляда, 30",Печерський,72.0,1,16,2025.0
1956,4024953723.0,161080,2014.0,"вулиця Андрія Верхогляда, 30",Печерський,80.0,2,4,2025.0
1957,4216959256.0,94500,1575.0,"вулиця Олександра Олеся, 3",Подільський,60.0,2,10,2023.0
1959,3876436692.0,115000,1501.0,"Львівська вулиця, 15-Б",Святошинський,76.6,2,11,2022.0
1960,4216030542.0,86000,1229.0,"вулиця Миколи Закревського, 57",Деснянський,70.0,3,3,1985.0
1961,4216177763.0,56000,1281.0,"проспект Європейського Союзу, 80-Б",Подільський,43.7,2,9,1975.0
1962,4215409149.0,61000,1357.0,"Львівська вулиця, 15-Б",Святошинський,44.96,1,21,2022.0
1963,4215394626.0,249924,3540.0,"Салютна вулиця, 2к19",Шевченківський,70.6,2,2,2022.0
1966,4044974363.0,195547,2250.0,"вулиця Андрія Верхогляда, 30",Печерський,86.9,2,19,2025.0
1967,3675636918.0,65500,1527.0,"Коноплянська вулиця, 22-Б",Оболонський,42.9,1,23,2024.0
1968,4160729231.0,82000,1133.0,"Коноплянська вулиця, 22-А",Оболонський,72.39,2,20,2023.0
1969,4163819798.0,53000,1235.0,"Коноплянська вулиця, 22-А",Оболонський,42.93,1,21,2023.0
1970,4191816511.0,290000,1657.0,"Микільсько-Слобідська вулиця, 1-А",Дніпровський,175.0,4,21,2009.0
1971,3892123349.0,260000,2261.0,"вулиця Раїси Окіпної, 18",Дніпровський,115.0,3,2,2012.0
1972,4249576959.0,635000,3528.0,"вулиця Андрія Верхогляда, 15-А",Печерський,180.0,5,3,2020.0
1974,3730933578.0,550000,3548.0,"вулиця Андрія Верхогляда, 15-Б",Печерський,155.0,4,15,2020.0
1975,4176572722.0,720000,6102.0,"вулиця Андрія Верхогляда, 17",Печерський,118.0,3,12,2020.0
1976,4249577709.0,240000,2927.0,"Предславинська вулиця, 40",Печерський,82.0,3,13,2017.0
1977,4060777502.0,89000,1330.0,"Верховинна вулиця, 87",Святошинський,66.9,3,7,1980.0
1978,4249301757.0,200000,1538.0,"вулиця Олександри Екстер, 9",Деснянський,130.0,3,3,2010.0
1980,952371418.0,195900,2449.0,"Берестейський проспект, 5-В",Шевченківський,80.0,3,29,2018.0
1981,1621781316.0,63000,1462.0,"Білицька вулиця, 18",Подільський,43.1,1,17,2012.0
1982,1550504450.0,94900,2109.0,"вулиця Ревуцького, 40-Б",Дарницький,45.0,1,22,2021.0
1983,810817786.0,248000,2050.0,"Ірпінська вулиця, 69-Б 0751026382",Святошинський,121.0,3,5,2009.0
1984,4215394626.0,249924,3540.0,"Салютна вулиця, 2к19",Шевченківський,70.6,2,2,2022.0
1988,4216030542.0,86000,1229.0,"вулиця Миколи Закревського, 57",Деснянський,70.0,3,3,1985.0
1989,4216177763.0,56000,1281.0,"проспект Європейського Союзу, 80-Б",Подільський,43.7,2,9,1975.0
1990,3675636918.0,65500,1527.0,"Коноплянська вулиця, 22-Б",Оболонський,42.9,1,23,2024.0
1991,4160729231.0,82000,1133.0,"Коноплянська вулиця, 22-А",Оболонський,72.39,2,20,2023.0
1992,4163819798.0,53000,1235.0,"Коноплянська вулиця, 22-А",Оболонський,42.93,1,21,2023.0
1993,4191816511.0,290000,1657.0,"Микільсько-Слобідська вулиця, 1-А",Дніпровський,175.0,4,21,2009.0
1994,4044974363.0,195547,2250.0,"вулиця Андрія Верхогляда, 30",Печерський,86.9,2,19,2025.0
1995,4044776783.0,163344,2068.0,"вулиця Андрія Верхогляда, 30",Печерський,79.0,2,9,2025.0
1996,4045108609.0,257715,2251.0,"вулиця Андрія Верхогляда, 30",Печерський,114.5,2,19,2025.0
1997,4044861204.0,152628,2120.0,"вулиця Андрія Верхогляда, 30",Печерський,72.0,1,16,2025.0
1998,4024953723.0,161080,2014.0,"вулиця Андрія Верхогляда, 30",Печерський,80.0,2,4,2025.0
1999,4048539834.0,210000,1707.0,"Набережно-Рибальська дорога, 27",Оболонський,123.0,5,25,2022.0
2001,4196044676.0,180000,1500.0,"вулиця Олени Пчілки, 5",Дарницький,120.0,4,11,2010.0
2002,4227796884.0,105000,1322.0,"бульвар Верховної Ради, 14-Б",Дніпровський,79.4,2,23,2006.0
2003,3912282137.0,43000,1194.0,"вулиця Мілютенка, 11-А",Деснянський,36.0,1,9,1970.0
2004,4227069301.0,125000,1389.0,"вулиця Оноре де Бальзака, 4",Деснянський,90.0,3,9,2002.0
2005,3533149190.0,118000,1912.0,"вулиця Сімʼї Кульженків, 31-А",Оболонський,61.7,2,25,2017.0
2009,3336502736.0,76000,1206.0,"вулиця Самійла Кішки, 7-А",Голосіївський,63.0,2,15,2008.0
2010,3775111259.0,95031,1457.0,"Дубищанська вулиця, 5",Оболонський,65.24,2,2,2021.0
2011,4052390897.0,151000,1547.0,"Львівська вулиця, 15",Святошинський,97.6,3,22,2020.0
2013,4136951075.0,340000,3333.0,"вулиця Василя Тютюнника, 39",Печерський,102.0,3,10,2023.0
2014,3216138398.0,215000,1693.0,"Микільсько-Слобідська вулиця, 11",Дніпровський,127.0,4,7,2022.0
2015,3996010458.0,55999,1186.0,"вулиця Світлицького, 21",Подільський,47.2,2,4,1965.0
2016,4215169572.0,260000,2600.0,"Осокорська вулиця, 2-А",Дарницький,100.0,3,14,2019.0
2017,4052069390.0,114999,2347.0,"Берестейський проспект, 26",Шевченківський,49.0,2,21,2017.0
2018,4024523171.0,108000,1714.0,"вулиця Святослава Хороброго, 11-В",Солом’янський,63.0,2,9,2025.0
2019,4024855311.0,94500,1235.0,"проспект Європейського Союзу, 31-А",Подільський,76.5,2,18,2008.0
2020,3743227859.0,92000,1050.0,"проспект Георгія Нарбута, 1-А",Дніпровський,87.6,3,17,2021.0
2021,3253417964.0,97500,2031.0,"проспект Академіка Глушкова, 9-Д",Голосіївський,48.0,1,16,2016.0
2023,4137191264.0,56950,1356.0,"вулиця Братів Чибінєєвих, 8-Г",Дарницький,42.0,1,25,2023.0
2024,3776156196.0,84000,972.0,"вулиця Анни Ахматової, 15",Дарницький,86.4,3,6,1999.0
2026,3734425153.0,140000,1236.0,"Урлівська вулиця, 11-А",Дарницький,113.3,3,20,2007.0
2028,2806995905.0,55000,883.0,"бульвар Жуля Верна, 13",Святошинський,62.3,3,8,1971.0
2029,3353070974.0,64000,1829.0,"вулиця Святослава Хороброго, 11-Б",Солом’янський,35.0,1,7,2023.0
2030,3941400829.0,75500,1460.0,"проспект Леся Курбаса, 7-Б",Святошинський,51.7,1,18,2012.0
2031,3720265332.0,110000,2200.0,"вулиця Генерала Шаповала, 2-А",Солом’янський,50.0,1,24,2010.0
2032,4251453612.0,200000,2000.0,"вулиця Антоновича, 109",Голосіївський,100.0,2,9,2021.0
2034,4208180124.0,159000,2304.0,"вулиця Академіка Заболотного, 1-Б",Голосіївський,69.0,2,6,2021.0
2035,4254169805.0,86500,1632.0,"вулиця Княжий Затон, 9",Дарницький,53.0,1,22,2010.0
2036,1144594217.0,580000,3625.0,"вулиця Джона Маккейна, 1-Б",Печерський,160.0,4,24,2019.0
2037,4252213050.0,399000,4433.0,"вулиця Саперне Поле, 3",Печерський,90.0,2,5,2017.0
2038,4245406632.0,363000,3103.0,"вулиця Василя Тютюнника, 28-А",Печерський,117.0,3,15,2019.0
2040,4207552119.0,55000,1341.0,"вулиця Академіка Заболотного, 148-В",Голосіївський,41.0,1,3,2021.0
2041,4246019630.0,450000,3499.0,"вулиця Василя Тютюнника, 39",Печерський,128.6,3,19,2023.0
2042,3975125787.0,350000,3043.0,"Обсерваторна вулиця, 8",Шевченківський,115.0,3,7,1938.0
2043,4242299903.0,142000,1150.0,"Львівська вулиця, 15",Святошинський,123.5,5,25,2020.0
2044,4242299925.0,184000,1022.0,"Львівська вулиця, 15-Б",Святошинський,180.0,5,11,2022.0
2045,4242303971.0,172680,1200.0,"Львівська вулиця, 15-Б",Святошинський,143.9,4,11,2022.0
2046,4242306615.0,145000,1648.0,"Львівська вулиця, 15",Святошинський,88.0,3,24,2020.0
2047,4242307285.0,47500,1616.0,"Львівська вулиця, 24",Святошинський,29.4,1,1,1977.0
2048,4242307359.0,165000,1713.0,"Львівська вулиця, 15",Святошинський,96.3,3,8,2020.0
2049,4242317519.0,80000,1905.0,"Бакинська вулиця, 37-Г",Шевченківський,42.0,1,12,2008.0
2050,4242346007.0,150000,1540.0,"Львівська вулиця, 15",Святошинський,97.4,3,21,2020.0
2051,4242461520.0,150622,1991.0,"Лабораторний провулок, 24",Печерський,75.7,3,3,1957.0
2052,1621781316.0,63000,1462.0,"Білицька вулиця, 18",Подільський,43.1,1,17,2012.0
2053,952371418.0,195900,2449.0,"Берестейський проспект, 5-В",Шевченківський,80.0,3,29,2018.0
2055,1550504450.0,94900,2109.0,"вулиця Ревуцького, 40-Б",Дарницький,45.0,1,22,2021.0
2056,3996010458.0,55999,1186.0,"вулиця Світлицького, 21",Подільський,47.2,2,4,1965.0
2057,4215169572.0,260000,2600.0,"Осокорська вулиця, 2-А",Дарницький,100.0,3,14,2019.0
2058,4052069390.0,114999,2347.0,"Берестейський проспект, 26",Шевченківський,49.0,2,21,2017.0
2059,4052390897.0,151000,1547.0,"Львівська вулиця, 15",Святошинський,97.6,3,22,2020.0
2061,3779709052.0,1300000,4851.0,"Предславинська вулиця, 57",Печерський,268.0,5,9,2017.0
2062,4224298314.0,195000,1857.0,"вулиця Сергія Данченка, 26",Подільський,105.0,3,6,2018.0
2063,3871507845.0,112000,2800.0,"вулиця Вавилових, 11",Шевченківський,40.0,1,9,2024.0
2064,4219253217.0,250000,1174.0,"вулиця Анни Ахматової, 30",Дарницький,213.0,4,21,2013.0
2065,4060777502.0,89000,1330.0,"Верховинна вулиця, 87",Святошинський,66.9,3,7,1980.0
2067,4249301757.0,200000,1538.0,"вулиця Олександри Екстер, 9",Деснянський,130.0,3,3,2010.0
2068,4252213050.0,399000,4433.0,"вулиця Саперне Поле, 3",Печерський,90.0,2,5,2017.0
2069,4254169805.0,86500,1632.0,"вулиця Княжий Затон, 9",Дарницький,53.0,1,22,2010.0
2070,4236363766.0,63000,1500.0,"вулиця Анни Ахматової, 15",Дарницький,42.0,1,6,1999.0
2071,4235960476.0,68500,980.0,"Тростянецька вулиця, 7",Дарницький,69.88,3,1,1987.0
2072,4238334606.0,140000,1728.0,"Мокра вулиця, 20-Г",Солом’янський,81.0,2,15,2011.0
2073,4248974135.0,180000,1203.0,"Харківське шосе, 56",Дарницький,149.6,5,12,2001.0
2074,4207832038.0,85000,1889.0,"Метрологічна вулиця, 15-А",Голосіївський,45.0,1,8,2016.0
2075,4246019630.0,450000,3499.0,"вулиця Василя Тютюнника, 39",Печерський,128.6,3,19,2023.0
2076,4098118040.0,570000,2639.0,"Костянтинівська вулиця, 10",Подільський,216.0,5,6,1999.0
2077,4248786792.0,106000,1920.0,"Лисогірський провулок, 20",Голосіївський,55.2,2,24,2021.0
2078,3787327753.0,240000,1839.0,"Микільсько-Слобідська вулиця, 4-Д",Дніпровський,130.5,4,9,2005.0
2079,3840331178.0,300000,2143.0,"вулиця Євгена Коновальця, 36-В",Печерський,140.0,3,14,2011.0
2080,3840381058.0,188800,1600.0,"вулиця Андрія Верхогляда, 14-А",Печерський,118.0,3,29,2019.0
2082,4069431472.0,178000,2282.0,"вулиця Авіаконструктора Ігоря Сікорського, 4-В",Шевченківський,78.0,2,24,2014.0
2083,3220081609.0,209900,2529.0,"вулиця Андрія Верхогляда, 14-А",Печерський,83.0,3,29,2019.0
2084,3219969800.0,149900,2828.0,"вулиця Андрія Верхогляда, 14-А",Печерський,53.0,1,3,2019.0
2085,3775443498.0,220000,3492.0,"Лабораторний провулок, 7",Печерський,63.0,1,22,2018.0
2086,4073560703.0,200000,1504.0,"Срібнокільська вулиця, 22",Дарницький,133.0,4,14,2006.0
2088,4053219174.0,62000,1732.0,"вулиця Академіка Заболотного, 18",Голосіївський,35.8,1,14,1988.0
2089,4188231007.0,40500,875.0,"Харківське шосе, 21/1",Дарницький,46.3,2,5,1967.0
2090,3241570063.0,160000,2662.0,"Мокра вулиця, 16",Солом’янський,60.1,1,18,2011.0
2091,3338565669.0,330000,2560.0,"Лейпцизька вулиця, 13-А",Печерський,128.9,3,11,2019.0
2092,3808290409.0,130000,1901.0,"вулиця Юрія Пасхаліна, 17",Дарницький,68.4,2,16,2018.0
2094,3344573945.0,30000,1128.0,"Добробутна вулиця, 1",Солом’янський,26.6,1,9,2017.0
2095,3979229020.0,53000,1318.0,"вулиця Федора Ернста, 16",Солом’янський,40.2,1,9,2017.0
2096,3481580521.0,90000,1320.0,"вулиця Левка Лукʼяненка, 1-Г",Оболонський,68.2,3,15,1979.0
2098,3733796504.0,55500,1542.0,"вулиця Єлизавети Чавдар, 28",Дарницький,36.0,1,22,2014.0
2099,4008398098.0,115000,2195.0,Промениста вулиця,Солом’янський,52.4,1,3,2021.0
2100,4044588142.0,65000,2600.0,"Березова вулиця, 40",Солом’янський,25.0,1,1,2021.0
2101,3700597923.0,52500,1458.0,"вулиця Михайла Дерегуса, 42",Солом’янський,36.0,1,2,2021.0
2102,3282027601.0,245000,3062.0,"Львівська вулиця, 15-Б",Святошинський,80.0,3,11,2022.0
2103,2682021912.0,154900,1780.0,"вулиця Михайла Бойчука, 41-Б",Печерський,87.0,2,13,2020.0
2104,2986834089.0,179900,2726.0,"проспект Європейського Союзу, 53/46",Подільський,66.0,2,24,2022.0
2105,4211035619.0,78700,2066.0,"Волошкова вулиця, 2",Солом’янський,38.1,1,2,2017.0
2106,4212182443.0,349900,3645.0,"бульвар Лесі Українки, 7-А",Печерський,96.0,3,15,2012.0
2107,4208279694.0,147000,2124.0,"Берестейський проспект, 67-Б",Святошинський,69.2,2,9,2019.0
2109,4048327347.0,174900,2271.0,"Золотоустівська вулиця, 25",Шевченківський,77.0,2,3,2021.0
2110,4062177524.0,62998,1703.0,"Дніпровська набережна, 17-К",Дарницький,37.0,1,26,2024.0
2111,3995252401.0,53000,1559.0,"вулиця Героїв Маріуполя, 9",Голосіївський,34.0,1,12,1981.0
2112,3996203761.0,78000,1164.0,"Метрологічна вулиця, 148-В",Голосіївський,67.0,2,2,2021.0
2113,3908357802.0,156000,1926.0,"вулиця Юлії Здановської, 54",Голосіївський,81.0,2,9,2007.0
2115,3909186625.0,85900,1790.0,"Приладний провулок, 10-Б",Святошинський,48.0,1,2,2021.0
2116,3944847169.0,350000,1373.0,"Мокра вулиця, 20",Солом’янський,255.0,5,21,2011.0
2117,3832084912.0,150000,1339.0,"Дніпровська набережна, 19",Дарницький,112.0,3,10,2008.0
2118,4133663382.0,110000,2004.0,"Тираспольська вулиця, 60",Подільський,54.9,2,16,2017.0
2119,2373643382.0,245000,2188.0,"Шовковична вулиця, 29",Печерський,112.0,2,7,1973.0
2121,4245641171.0,165000,1737.0,"вулиця Алімпія Галика, 75-Г",Дарницький,95.0,3,6,2017.0
2122,4246324267.0,98000,1312.0,"Срібнокільська вулиця, 14",Дарницький,74.7,3,14,1995.0
2123,4235960476.0,68500,980.0,"Тростянецька вулиця, 7",Дарницький,69.88,3,1,1987.0
2124,4161588987.0,100000,2000.0,"вулиця Степана Рудницького, 3/7",Голосіївський,50.0,1,12,2012.0
2125,3989134200.0,65000,1757.0,"вулиця Стеценка, 75-Д",Святошинський,37.0,1,1,2018.0
2126,4028745715.0,620000,5688.0,"вулиця Андрія Верхогляда, 17-Б",Печерський,109.0,3,9,2020.0
2127,3924135510.0,64000,1032.0,"вулиця Литвиненко-Вольгемут, 4",Святошинський,62.0,3,9,1969.0
2128,3942207218.0,235000,1997.0,"Перемишльська вулиця, 2-Г",Подільський,117.66,3,16,2016.0
2129,4180096330.0,120000,1263.0,"проспект Науки, 55-А",Голосіївський,95.0,3,4,2014.0
2130,4249523653.0,75000,1786.0,"Костанайська вулиця, 13-А",Голосіївський,42.0,1,9,2021.0
2131,4242305477.0,110000,1398.0,"Львівська вулиця, 15-Б",Святошинський,78.7,2,11,2022.0
2133,4252107943.0,310000,3875.0,"Буслівська вулиця, 12",Печерський,80.0,2,6,2018.0
2134,4238759025.0,130000,1526.0,"Дніпровська набережна, 19-А",Дарницький,85.2,2,12,2008.0
2136,4208180124.0,159000,2304.0,"вулиця Академіка Заболотного, 1-Б",Голосіївський,69.0,2,6,2021.0
2137,4242461520.0,150622,1991.0,"Лабораторний провулок, 24",Печерський,75.7,3,3,1957.0
2138,4073992905.0,140000,1818.0,"вулиця Єлизавети Чавдар, 11",Дарницький,77.0,2,16,2010.0
2139,4238661612.0,70000,1014.0,"Тростянецька вулиця, 6",Дарницький,69.0,3,3,1987.0
2140,4236646299.0,40000,741.0,"вулиця Миколи Закревського, 5-А",Деснянський,54.0,2,6,1985.0
2148,4246622208.0,113000,1601.0,"Яслинська вулиця, Будинок",Солом’янський,70.6,2,3,2025.0
2149,4248488402.0,37500,1442.0,"вулиця Ревуцького, Будинок",Дарницький,26.0,1,3,2025.0
2151,3780616986.0,116000,2578.0,"Воскресенська вулиця, 2-В",Дніпровський,45.0,1,14,2024.0
2152,4052860985.0,68000,1652.0,"вулиця Михайла Максимовича, Будинок «Віндзор»",Голосіївський,41.15,1,17,2024.0
2155,3966826497.0,175000,1404.0,"Зарічна вулиця, Будинок 8",Дарницький,124.66,3,2,2025.0
2159,4212467058.0,220000,2576.0,"Старонаводницька вулиця, Будинок 1",Печерський,85.4,2,10,2025.0
2165,4212467058.0,220000,2576.0,"Старонаводницька вулиця, Будинок 1",Печерський,85.4,2,10,2025.0
2166,3966826497.0,175000,1404.0,"Зарічна вулиця, Будинок 8",Дарницький,124.66,3,2,2025.0
2170,4212817767.0,75000,1710.0,"вулиця Олександра Олеся, Будинок 10.3",Подільський,43.87,1,7,2025.0
2172,3602920596.0,45000,933.0,"вулиця Героїв Енергетиків, Будинок 1",Деснянський,48.24,1,24,2026.0
2175,4052860985.0,68000,1652.0,"вулиця Михайла Максимовича, Будинок «Віндзор»",Голосіївський,41.15,1,17,2024.0
2176,3780616986.0,116000,2578.0,"Воскресенська вулиця, 2-В",Дніпровський,45.0,1,14,2024.0
2178,4248488402.0,37500,1442.0,"вулиця Ревуцького, Будинок",Дарницький,26.0,1,3,2025.0
2179,4246622208.0,113000,1601.0,"Яслинська вулиця, Будинок",Солом’янський,70.6,2,3,2025.0
2183,4176974475.0,175000,2917.0,"Оболонська набережна, 1, к1",Оболонський,60.0,1,12,2013.0
2184,4224175899.0,40000,1538.0,"вулиця Юлії Здановської, 34/2",Голосіївський,26.0,1,4,1968.0
2185,3908397609.0,220000,1654.0,"проспект Валерія Лобановського, 4-А",Солом’янський,133.0,3,13,2007.0
2186,4136878502.0,339000,2922.0,"вулиця Андрія Верхогляда, 9",Печерський,116.0,3,3,2013.0
2187,4242066577.0,360000,4186.0,"вулиця Андрія Верхогляда, 12",Печерський,86.0,3,8,2010.0
2188,4156467616.0,360000,2835.0,"вулиця Євгена Чикаленка, 7",Шевченківський,127.0,4,4,1910.0
2191,4238878824.0,33500,1063.0,"вулиця Михайла Донця, 14-Б",Солом’янський,31.5,1,4,1961.0
2192,4249250754.0,294000,2673.0,"Паньківська вулиця, 20/82",Голосіївський,110.0,4,6,2020.0
2193,4235772001.0,109000,1362.0,"вулиця Митрополита Андрея Шептицького, 3-Б",Дніпровський,80.0,4,7,1986.0
2194,4056902396.0,150000,1376.0,"вулиця Княжий Затон, 21",Дарницький,109.0,3,32,2007.0
2196,4245947093.0,73000,1187.0,"Татарська вулиця, 6",Шевченківський,61.5,2,4,1972.0
2197,4228821773.0,110000,1410.0,"Метробудівська вулиця, 13/10",Солом’янський,78.0,2,1,1956.0
2198,4212863219.0,41000,1281.0,"вулиця Рональда Рейгана, 11-А",Деснянський,32.0,1,4,1985.0
2200,4137263035.0,45000,1500.0,"вулиця Горіхуватський Шлях, 3-А",Голосіївський,30.0,1,2,1962.0
2202,4086763051.0,165000,3667.0,"Ужгородський провулок, 4/1",Голосіївський,45.0,1,19,2023.0
2203,4160716499.0,63000,3150.0,"вулиця Миколи Соловцова, 2",Печерський,20.0,1,4,2017.0
2204,4161036599.0,65000,1548.0,"вулиця Джона Маккейна, 38-А",Печерський,42.0,2,4,1962.0
2205,4216546371.0,63000,1432.0,"вулиця Миколи Пимоненка, 12",Шевченківський,44.0,2,6,1966.0
2206,4245805157.0,70500,1699.0,"вулиця Олександра Олеся, Будинок 10.2",Подільський,41.5,1,17,2025.0
2209,4212377791.0,45000,1000.0,"Голосіївський проспект, 17-Б",Голосіївський,45.0,1,2,1979.0
2211,4196997030.0,82900,1217.0,"вулиця Героїв Дніпра, 59",Оболонський,68.14,3,8,1979.0
2212,4216012925.0,63000,1575.0,"вулиця Олександра Олеся, Будинок 10.8",Подільський,40.0,1,8,2025.0
2213,2546988117.0,347800,2350.0,"Предславинська вулиця, 20-А",Печерський,148.0,4,12,2021.0
2214,4136918940.0,950000,4922.0,"бульвар Лесі Українки, 7-В",Печерський,193.0,4,23,2017.0
2215,4180069647.0,268750,4300.0,"вулиця Саксаганського, 37-К",Голосіївський,62.5,2,18,2016.0
2217,2546988117.0,347800,2350.0,"Предславинська вулиця, 20-А",Печерський,148.0,4,12,2021.0
2218,3940618429.0,1350000,7068.0,"вулиця Мечникова, 11-А",Печерський,191.0,3,21,2022.0
2219,4242066503.0,349000,2115.0,"вулиця Андрія Верхогляда, 2-А",Печерський,165.0,3,9,2015.0
2220,3738251258.0,98000,1195.0,"проспект Романа Шухевича, 22",Дніпровський,82.0,4,9,1981.0
2221,3151920773.0,110000,1692.0,"вулиця Академіка Заболотного, 15-В",Голосіївський,65.0,2,17,2020.0
2223,4184701844.0,50000,1667.0,"вулиця Світлицького, 23",Подільський,30.0,1,4,1965.0
2224,3193629700.0,195000,2399.0,"Парково-Сирецька вулиця, 4-В",Шевченківський,81.3,3,9,2011.0
2225,3770232804.0,227000,2671.0,"Дніпровська набережна, 14-Б",Дарницький,85.0,2,4,2014.0
2226,4180176331.0,73000,1622.0,"проспект Академіка Глушкова, 26",Голосіївський,45.0,2,2,1978.0
2227,4227733205.0,400000,2667.0,"Щекавицька вулиця, 30/39",Подільський,150.0,3,6,2005.0
2229,4125738566.0,615000,2562.0,"Голосіївський проспект, 60",Голосіївський,240.0,4,23,2015.0
2230,3838230051.0,210000,1680.0,"вулиця Родини Крістерів, 20",Подільський,125.0,4,18,2018.0
2231,3958638010.0,285000,3608.0,"Предславинська вулиця, 55-А",Печерський,79.0,2,19,2017.0
2232,3883517655.0,160000,2516.0,"Берестейський проспект, 42а",Шевченківський,63.6,1,19,2022.0
2233,4191994300.0,55000,1414.0,"Ялтинська вулиця, 15",Дарницький,38.9,1,16,1999.0
2234,3828458135.0,70000,1628.0,"вулиця Академіка Лебедєва, 1",Голосіївський,43.0,1,5,2014.0
2235,4157136739.0,306500,2649.0,"Бульварно-Кудрявська вулиця, 17",Шевченківський,115.7,3,13,2021.0
2236,3393261553.0,185000,2701.0,"Предславинська вулиця, 20-А",Печерський,68.5,1,9,2021.0
2237,4245933180.0,117000,2053.0,"вулиця Митрополита Андрея Шептицького, 10",Дніпровський,57.0,2,7,2006.0
2238,3879456952.0,219000,2106.0,"Дмитрівська вулиця, 69",Шевченківський,104.0,3,4,2014.0
2239,4216327729.0,122700,2993.0,"вулиця Михайла Максимовича, 28-Е",Голосіївський,41.0,1,13,2022.0
2240,3945060412.0,210000,2115.0,"вулиця Саксаганського, 38-Б",Голосіївський,99.3,3,4,1997.0
2241,4228908416.0,375000,3676.0,"вулиця Авіаконструктора Антонова, 2-Б",Солом’янський,102.0,2,11,2016.0
2242,4208299305.0,72000,1674.0,"Набережно-Рибальська дорога, 27",Оболонський,43.0,1,18,2022.0
2244,4244873469.0,720000,2215.0,"Софіївська вулиця, 25-А",Шевченківський,325.0,6,4,1905.0
2245,4239497049.0,125900,2236.0,"вулиця Шота Руставелі, 26",Печерський,56.3,2,3,1958.0
2246,4251832803.0,105000,2500.0,"Рибальська вулиця, 8",Печерський,42.0,1,5,2006.0
2247,3358008019.0,155000,2003.0,"проспект Володимира Івасюка, 6-А",Оболонський,77.4,2,20,2008.0
2248,3915745527.0,175000,1302.0,"вулиця Миколи Гулака, 4",Оболонський,134.4,4,24,2019.0
2250,3828525028.0,189900,2619.0,"Юрківська вулиця, 28",Подільський,72.5,2,8,2005.0
2251,4164637188.0,315000,2333.0,"вулиця Митрополита Василя Липківського, 33-А",Солом’янський,135.0,4,10,2018.0
2252,3556489755.0,590000,3333.0,"вулиця Івана Франка, 11",Шевченківський,177.0,4,7,2016.0
2253,4184519090.0,121000,1225.0,"вулиця Княжий Затон, 11",Дарницький,98.8,3,8,2000.0
2254,4165125862.0,47000,1044.0,"Лісовий проспект, 33",Деснянський,45.0,2,9,1972.0
2256,3382580312.0,218000,2795.0,"Оболонський проспект, 1к1",Оболонський,78.0,2,23,2017.0
2257,4216557277.0,145000,3222.0,"Дніпровська набережна, 18-А",Дарницький,45.0,1,12,2020.0
2258,4246263900.0,330000,2619.0,"вулиця Михайла Бойчука, 19-А",Печерський,126.0,3,8,2021.0
2259,4245335654.0,235000,3406.0,"вулиця Андрія Верхогляда, 14-А",Печерський,69.0,2,17,2019.0
2260,4165080974.0,105000,1167.0,"вулиця Митрополита Андрея Шептицького, 22-В",Дніпровський,90.0,3,14,1983.0
2261,4161045190.0,330000,2444.0,"вулиця Митрополита Василя Липківського, 16-В",Солом’янський,135.0,3,4,2016.0
2262,4152691321.0,143000,1744.0,"вулиця Івана Виговського, 10-Е",Подільський,82.0,3,10,2021.0
2263,3114716526.0,95000,1792.0,"вулиця Патріарха Мстислава Скрипника, 48-А",Солом’янський,53.0,2,16,2017.0
2269,3843800366.0,214000,2301.0,"вулиця Анатолія Петрицького, 17-А",Святошинський,93.0,3,4,2015.0
2271,3703012727.0,495000,3808.0,"вулиця Андрія Верхогляда, 18-А",Печерський,130.0,3,7,2014.0
2272,4211407846.0,169999,1889.0,"вулиця Олександра Мишуги, 2",Дарницький,90.0,3,13,2008.0
